"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"2858",1.55081168245733,0.527563403418092,1.46603422464095,0.359857494832563,0.718953704684132,0.756957612365662
"2663",9.33138499986355,-0.210979361525243,0.595284731372169,-0.354417559205528,0.723025977164084,0.760919354088969
"766",3.18672969967279,0.342743806318088,0.983407108733689,0.34852687485596,0.727444534285814,0.765300297673402
"1256",6.86651133411275,0.239471994100017,0.689308806047008,0.347408871030274,0.72828416977557,0.765914318442357
"2540",17.501455637739,-0.148321250135705,0.429419720256071,-0.345399251918982,0.72979423949205,0.767232735263602
"1229",69.2292075581548,-0.0751513812485554,0.218261925542675,-0.344317411576494,0.73060759139483,0.767818023692775
"2563",1.34842546761423,-0.549884475414371,1.62398695393937,-0.338601534994166,0.734909926087101,0.772068293136449
"2683",2.16728915812582,0.404238475896655,1.21006978810713,0.334062117631242,0.738332685278278,0.77539185480962
"541",1566.36644775469,-0.0288461606145193,0.0866704877859392,-0.33282564055442,0.739265902251814,0.776099501592079
"733",21.6770656043728,0.133051422823232,0.400712316614436,0.332037267901733,0.739861118139398,0.776451934574914
"3038",1.17995461032574,0.56339469076712,1.71871308281565,0.327800315480318,0.743062648773164,0.779538374870024
"752",12.6231432455779,0.163681353303956,0.510282240007423,0.320766314151116,0.748387488918478,0.784849410039988
"1961",856.706326707426,0.032501594534112,0.102123774278813,0.318256887425427,0.75029008423688,0.786569002115187
"1145",84.8026319140646,0.0633785653051207,0.199528434642792,0.317641770801164,0.750756685295331,0.786782487707051
"2644",27.8128205742034,0.107716049825769,0.342190271234666,0.314784080322086,0.752925599786212,0.788779199776032
"3087",7.64947741634427,-0.207015276689972,0.66002424263759,-0.313647989447626,0.753788407048677,0.789406690195885
"597",23.0868200388042,0.117209666181885,0.376628304574633,0.311207800258832,0.755642653525202,0.79107166527201
"2161",46.2798048254583,-0.0822584887075049,0.270150800620603,-0.304491004722314,0.760753844806566,0.79591469705616
"2904",173.82852615847,0.0468754091394895,0.153977958379981,0.304429345814627,0.760800813362505,0.79591469705616
"36",980.016981187892,0.0270761547291543,0.089144437994937,0.303733528845536,0.761330911693274,0.796190873046583
"2685",45.7307212171283,-0.0807251393145755,0.26666398420087,-0.302722317588144,0.762101488379741,0.796718257593356
"1988",8352.52555976318,0.02392477405454,0.0796729979585027,0.300287106894121,0.763958166913909,0.798228896534206
"2656",7.2245525813636,-0.198525617785128,0.66147140555137,-0.300127286106414,0.764080066735951,0.798228896534206
